datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
2006-12-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27786269,112,500 - 999 zaměstnanců,Nošovice,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,Mobis Automotive Czech s.r.o.
1997-02-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25265717,112,100 - 199 zaměstnanců,Nový Bydžov,Společnost s ručením omezeným,Hradec Králové,CZ0521,"Amcor Flexibles Nový Bydžov, s.r.o."
1995-11-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63149842,112,250 - 499 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,HOPPE s.r.o.
1998-03-26,,Nefinanční podniky soukromé národní,11002,25655809,112,250 - 499 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,"Alca plast, s.r.o."
2006-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27560597,112,250 - 499 zaměstnanců,Kostelec nad Labem,Společnost s ručením omezeným,Mělník,CZ0206,WAVIN Ekoplastik s.r.o.
1992-10-27,,Nefinanční podniky soukromé národní,11002,46978496,121,250 - 499 zaměstnanců,Zlín,Akciová společnost,Zlín,CZ0724,Kovárna VIVA a.s.
2003-01-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26312417,112,250 - 499 zaměstnanců,Velké Meziříčí,Společnost s ručením omezeným,Žďár nad Sázavou,CZ0635,JOPP Automotive s.r.o.
1997-11-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25384961,112,1000 - 1499 zaměstnanců,Hlubočky,Společnost s ručením omezeným,Olomouc,CZ0712,Honeywell Aerospace Olomouc s.r.o.
1995-01-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62063685,112,250 - 499 zaměstnanců,Třemošnice,Společnost s ručením omezeným,Chrudim,CZ0531,"ELECTROPOLI Czech Republic, s.r.o."
2007-06-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27325229,112,100 - 199 zaměstnanců,Havraň,Společnost s ručením omezeným,Most,CZ0425,AFSI Europe s.r.o.
2007-06-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27518876,121,6 - 9 zaměstnanců,Praha 6,Akciová společnost,Praha,CZ0100,eFitness a.s.
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2002-06-01,,Nefinanční podniky soukromé národní,11002,26047284,121,500 - 999 zaměstnanců,Sezimovo Ústí,Akciová společnost,Tábor,CZ0317,"KOVOSVIT MAS, a.s."
1993-02-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48587354,112,250 - 499 zaměstnanců,Praha 9,Společnost s ručením omezeným,Praha,CZ0100,PEPSICO CZ s.r.o.
1993-10-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49685643,112,250 - 499 zaměstnanců,Zámrsk,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,Brück AM spol. s r. o.
2001-06-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26461498,112,250 - 499 zaměstnanců,Lutín,Společnost s ručením omezeným,Olomouc,CZ0712,"Edwards, s.r.o."
2002-12-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26785323,112,1500 - 1999 zaměstnanců,Komárov,Společnost s ručením omezeným,Opava,CZ0805,Teva Czech Industries s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45193681,121,500 - 999 zaměstnanců,Opava (nečleněná část města),Akciová společnost,Opava,CZ0805,OSTROJ a.s.
1991-11-12,2011-08-01,,,41193954,112,Bez zaměstnanců,Praha 10,Společnost s ručením omezeným,Praha,CZ0100,"Rigips, s.r.o."
1995-09-29,,Nefinanční podniky soukromé národní,11002,61974668,121,250 - 499 zaměstnanců,Kopřivnice,Akciová společnost,Nový Jičín,CZ0804,Tafonco a.s.
2007-12-21,2013-11-07,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28002253,112,Neuvedeno,Cheb,Společnost s ručením omezeným,Cheb,CZ0411,apt Cheb s.r.o.
2008-02-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28252012,112,50 - 99 zaměstnanců,Kralupy nad Vltavou,Společnost s ručením omezeným,Mělník,CZ0206,SYNTHOS PBR s.r.o.
1998-04-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25657704,112,250 - 499 zaměstnanců,Praha 6,Společnost s ručením omezeným,Praha,CZ0100,EvoBus Česká republika s.r.o.
1993-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48171131,121,2000 - 2499 zaměstnanců,Vysoké Mýto,Akciová společnost,Ústí nad Orlicí,CZ0534,"Iveco Czech Republic, a. s."
2007-09-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27959015,112,500 - 999 zaměstnanců,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,Mubea Transmission Components s.r.o.
1992-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46900365,121,100 - 199 zaměstnanců,Čejč,Akciová společnost,Hodonín,CZ0645,LISI AUTOMOTIVE FORM a.s.
1993-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49702092,112,500 - 999 zaměstnanců,Rokycany,Společnost s ručením omezeným,Rokycany,CZ0326,"EuWe Eugen Wexler ČR, s.r.o."
2006-08-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27300358,112,50 - 99 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,A.I.T. Wire Forming & Metal Technology CZ spol. s r.o.
1994-10-14,,Nefinanční podniky soukromé národní,11002,60724862,121,250 - 499 zaměstnanců,Bzenec,Akciová společnost,Hodonín,CZ0645,RI OKNA a.s.
2008-05-07,,Nefinanční podniky soukromé národní,11002,28082575,112,50 - 99 zaměstnanců,Pelhřimov,Společnost s ručením omezeným,Pelhřimov,CZ0633,"S.A.R.T. production, s.r.o."
1996-01-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,64941485,112,100 - 199 zaměstnanců,Myslinka,Společnost s ručením omezeným,Plzeň-sever,CZ0325,Rina Europe s.r.o.
2002-06-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26705222,112,25 - 49 zaměstnanců,Kostelec,Společnost s ručením omezeným,Tachov,CZ0327,GEA Bock Czech s.r.o.
1996-04-03,,Nefinanční podniky soukromé národní,11002,65138627,121,250 - 499 zaměstnanců,Kopřivnice,Akciová společnost,Nový Jičín,CZ0804,Taforge a.s.
2008-04-14,2015-09-18,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27842193,112,1 - 5 zaměstnanců,Mariánské Hory a Hulváky,Společnost s ručením omezeným,Ostrava-město,CZ0806,"Dukol PR s.r.o. ""v likvidaci"""
1999-03-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25400231,113,250 - 499 zaměstnanců,Liberec (nečleněné město),Společnost komanditní,Liberec,CZ0513,"Galvanoplast Fischer Bohemia, k.s."
1994-12-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62585207,112,100 - 199 zaměstnanců,Cheb,Společnost s ručením omezeným,Cheb,CZ0411,"Trelleborg Material & Mixing Lesina, s.r.o."
2008-05-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28395689,112,100 - 199 zaměstnanců,Praha 2,Společnost s ručením omezeným,Praha,CZ0100,"CzechPak Manufacturing, s.r.o."
1992-09-28,,Nefinanční podniky soukromé národní,11002,47287586,112,250 - 499 zaměstnanců,Velké Žernoseky,Společnost s ručením omezeným,Litoměřice,CZ0423,CS-BETON s.r.o.
2008-03-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28367111,112,500 - 999 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,ITT Holdings Czech Republic s.r.o.
1991-01-01,,Nefinanční podniky soukromé národní,11002,00011835,121,1000 - 1499 zaměstnanců,Valašské Meziříčí,Akciová společnost,Vsetín,CZ0723,"DEZA, a.s."
1988-05-01,,Nefinanční podniky soukromé národní,11002,00008711,121,25 - 49 zaměstnanců,Brno-Královo Pole,Akciová společnost,Brno-město,CZ0642,"VUCHZ, a.s."
2005-07-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26865688,112,250 - 499 zaměstnanců,Krnov,Společnost s ručením omezeným,Bruntál,CZ0801,Erdrich Umformtechnik s.r.o.
1992-04-29,,Nefinanční podniky soukromé národní,11002,45147612,121,200 - 249 zaměstnanců,Pečky,Akciová společnost,Kolín,CZ0204,"ZPA Pečky, a.s."
2003-11-11,,Nefinanční podniky soukromé národní,11002,27095835,112,Neuvedeno,Bohdaneč,Společnost s ručením omezeným,Kutná Hora,CZ0205,STARÝ TIMBER s.r.o.
2008-05-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27846041,112,100 - 199 zaměstnanců,Vsetín,Společnost s ručením omezeným,Vsetín,CZ0723,Austin Detonator Assembly s.r.o.
2000-04-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26173174,121,100 - 199 zaměstnanců,Prostějov,Akciová společnost,Prostějov,CZ0713,"SLADOVNY SOUFFLET ČR, a.s."
1992-07-07,,Nefinanční podniky soukromé národní,11002,46962778,121,250 - 499 zaměstnanců,Prostějov,Akciová společnost,Prostějov,CZ0713,"DT - Výhybkárna a strojírna, a.s."
2001-03-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26438356,112,1000 - 1499 zaměstnanců,Pardubice VI,Společnost s ručením omezeným,Pardubice,CZ0532,"Panasonic Automotive Systems Czech, s.r.o."
2007-12-03,,Nefinanční podniky soukromé národní,11002,27757951,121,50 - 99 zaměstnanců,Znojmo,Akciová společnost,Znojmo,CZ0647,PEGAS - NS a.s.
1994-02-18,,Nefinanční podniky veřejné,11001,47676388,121,100 - 199 zaměstnanců,Třebovice,Akciová společnost,Ostrava-město,CZ0806,PORFIX Ostrava a.s.
2007-07-18,,Nefinanční podniky soukromé národní,11002,27807088,121,50 - 99 zaměstnanců,Vítkovice,Akciová společnost,Ostrava-město,CZ0806,VÍTKOVICE HAMMERING a.s.
2006-09-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27597075,112,1500 - 1999 zaměstnanců,Litvínov,Společnost s ručením omezeným,Most,CZ0425,"UNIPETROL RPA, s.r.o."
2007-12-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28198638,112,250 - 499 zaměstnanců,Frýdek-Místek,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,"Hanwha Advanced Materials Europe, s.r.o."
1992-05-21,,Nefinanční podniky soukromé národní,11002,46507272,112,500 - 999 zaměstnanců,Jablonné nad Orlicí,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,"Isolit-Bravo, spol. s r.o."
1998-09-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25225227,112,1500 - 1999 zaměstnanců,Vyškov,Společnost s ručením omezeným,Vyškov,CZ0646,Lear Corporation Czech Republic s.r.o.
2008-03-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27534596,112,250 - 499 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,GRUPO ANTOLIN OSTRAVA s.r.o.
2007-07-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27915425,112,1 - 5 zaměstnanců,Praha 5,Společnost s ručením omezeným,Praha,CZ0100,Rover Czech s.r.o.
1996-06-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25253107,121,Neuvedeno,Choceň,Akciová společnost,Ústí nad Orlicí,CZ0534,Trailer a.s.
2004-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27169766,121,200 - 249 zaměstnanců,Louny,Akciová společnost,Louny,CZ0424,"CIE Praga Louny, a.s."
1993-03-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48266175,121,200 - 249 zaměstnanců,Liberec (nečleněné město),Akciová společnost,Liberec,CZ0513,Inteva Products Czech Republic a.s.
1996-08-01,,Nefinanční podniky soukromé národní,11002,25006568,121,50 - 99 zaměstnanců,Frýdlant,Akciová společnost,Liberec,CZ0513,Frýdlantské strojírny - Rasl a syn a.s.
2008-06-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28421361,112,25 - 49 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,"Hope Global Europe, s.r.o."
2000-08-01,,Nefinanční podniky soukromé národní,11002,25860038,121,500 - 999 zaměstnanců,Šumperk,Akciová společnost,Šumperk,CZ0715,Pars nova a.s.
1999-10-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25238078,112,1500 - 1999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"LASSELSBERGER, s.r.o."
1996-01-22,,Nefinanční podniky soukromé národní,11002,64610276,121,100 - 199 zaměstnanců,Hanušovice,Akciová společnost,Šumperk,CZ0715,"Pivovar HOLBA, a.s."
1991-04-12,,Nefinanční podniky soukromé národní,11002,14617081,121,100 - 199 zaměstnanců,Hranice,Akciová společnost,Přerov,CZ0714,"CIDEM Hranice, a.s."
2008-01-14,,Nefinanční podniky soukromé národní,11002,28266561,112,Neuvedeno,Kostelec,Společnost s ručením omezeným,Jihlava,CZ0632,"KU uzeniny, s.r.o."
2007-05-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27516032,112,1000 - 1499 zaměstnanců,Kutná Hora,Společnost s ručením omezeným,Kutná Hora,CZ0205,Foxconn Technology CZ s.r.o.
2006-03-31,,Nefinanční podniky soukromé národní,11002,27438678,121,1000 - 1499 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,BONATRANS GROUP a.s.
2007-04-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27796132,112,25 - 49 zaměstnanců,Lysá nad Labem,Společnost s ručením omezeným,Nymburk,CZ0208,"MCGA Czech, s.r.o."
1998-05-28,,Nefinanční podniky soukromé národní,11002,25037684,112,250 - 499 zaměstnanců,Kamenice,Společnost s ručením omezeným,Praha-východ,CZ0209,"Strojmetal Aluminium Forging, s.r.o."
2005-09-20,,Nefinanční podniky soukromé národní,11002,27380068,121,1000 - 1499 zaměstnanců,Loděnice,Akciová společnost,Beroun,CZ0202,"GZ Media, a.s."
2000-10-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25943243,112,Neuvedeno,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,Wiegel Příšovice žárové zinkování s.r.o.
2005-12-31,,Nefinanční podniky soukromé národní,11002,26872307,121,500 - 999 zaměstnanců,Přerov,Akciová společnost,Přerov,CZ0714,PRECHEZA a.s.
1993-10-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49687131,112,1000 - 1499 zaměstnanců,Zdice,Společnost s ručením omezeným,Beroun,CZ0202,"KOSTAL CR, spol. s r.o."
1992-10-01,,Nefinanční podniky soukromé národní,11002,47470011,112,200 - 249 zaměstnanců,Přelouč,Společnost s ručením omezeným,Pardubice,CZ0532,"KASI, spol. s r. o."
1993-10-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49685643,112,250 - 499 zaměstnanců,Zámrsk,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,Brück AM spol. s r. o.
1992-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45357056,121,100 - 199 zaměstnanců,Sušice,Akciová společnost,Klatovy,CZ0322,DOPLA PAP a.s.
1993-08-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49193805,112,50 - 99 zaměstnanců,Chodová Planá,Společnost s ručením omezeným,Tachov,CZ0327,Schmelzer s. r. o.
1993-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49193864,112,1000 - 1499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,Doosan Škoda Power s.r.o.
2009-05-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28698754,112,Neuvedeno,Lovosice,Společnost s ručením omezeným,Litoměřice,CZ0423,viscont yarn s.r.o.
1992-06-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47152371,112,200 - 249 zaměstnanců,Opava (nečleněná část města),Společnost s ručením omezeným,Opava,CZ0805,ARAKO spol. s r.o.
1998-04-22,,Nefinanční podniky soukromé národní,11002,25526278,112,250 - 499 zaměstnanců,Praha 2,Společnost s ručením omezeným,Praha,CZ0100,"LETOVICKÉ STROJÍRNY, s.r.o."
2009-07-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28353617,112,250 - 499 zaměstnanců,Šlapanice,Společnost s ručením omezeným,Brno-venkov,CZ0643,CCI Czech Republic s.r.o.
1992-11-17,,Nefinanční podniky soukromé národní,11002,46982086,121,250 - 499 zaměstnanců,Jihlava,Akciová společnost,Jihlava,CZ0632,"SAPELI, a.s."
2003-11-11,,Nefinanční podniky soukromé národní,11002,27095835,112,Neuvedeno,Bohdaneč,Společnost s ručením omezeným,Kutná Hora,CZ0205,STARÝ TIMBER s.r.o.
2008-01-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28214790,121,500 - 999 zaměstnanců,Kralupy nad Vltavou,Akciová společnost,Mělník,CZ0206,SYNTHOS Kralupy a.s.
1992-08-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45349843,112,250 - 499 zaměstnanců,Heřmanova Huť,Společnost s ručením omezeným,Plzeň-sever,CZ0325,STÖLZLE - UNION s.r.o.
2009-05-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28890388,112,Neuvedeno,Kralupy nad Vltavou,Společnost s ručením omezeným,Mělník,CZ0206,Synthos XEPS s.r.o. v likvidaci
1996-07-25,,Nefinanční podniky soukromé národní,11002,25201859,121,250 - 499 zaměstnanců,Rybnice,Akciová společnost,Plzeň-sever,CZ0325,"BEST, a.s."
1992-11-19,,Nefinanční podniky soukromé národní,11002,46887989,112,6 - 9 zaměstnanců,Plzeň 2-Slovany,Společnost s ručením omezeným,Plzeň-město,CZ0323,MOVO spol. s r. o.
2004-05-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27151531,112,500 - 999 zaměstnanců,Krupka,Společnost s ručením omezeným,Teplice,CZ0426,"Auto-Kabel Krupka, s.r.o."
1994-03-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60278773,112,500 - 999 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,SANDVIK CHOMUTOV PRECISION TUBES spol. s r.o.
2008-01-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28267834,112,200 - 249 zaměstnanců,Brno-Tuřany,Společnost s ručením omezeným,Brno-město,CZ0642,AU Optronics (Czech) s.r.o.
2010-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28783174,112,500 - 999 zaměstnanců,Choceň,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,Autoneum CZ s.r.o.
2010-08-10,2012-07-31,,,28631641,112,Neuvedeno,Český Těšín,Společnost s ručením omezeným,Karviná,CZ0803,ProfilKo Czech s.r.o.
2009-09-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28599888,112,500 - 999 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,Brembo Czech s.r.o.
2009-12-02,,Nefinanční podniky soukromé národní,11002,29000670,112,Neuvedeno,Praha 5,Společnost s ručením omezeným,Praha,CZ0100,SOLAR EXPRESS s.r.o.
2010-07-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24711667,121,100 - 199 zaměstnanců,Brno-Řečkovice a Mokrá Hora,Akciová společnost,Brno-město,CZ0642,oncomed manufacturing a.s.
1992-02-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,44564422,112,500 - 999 zaměstnanců,Turnov,Společnost s ručením omezeným,Semily,CZ0514,ONTEX CZ s.r.o.
2000-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26420317,121,250 - 499 zaměstnanců,Paskov,Akciová společnost,Frýdek-Místek,CZ0802,Biocel Paskov a.s.
2004-10-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27190439,112,1 - 5 zaměstnanců,Kadaň,Společnost s ručením omezeným,Chomutov,CZ0422,Kyocera Solar Europe s.r.o. v likvidaci
1993-07-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48911348,112,50 - 99 zaměstnanců,Holešov,Společnost s ručením omezeným,Kroměříž,CZ0721,Kuraray Europe Moravia s.r.o.
2010-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24731536,112,50 - 99 zaměstnanců,Plazy,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"YAPP CZECH AUTOMOTIVE SYSTEMS Co., s.r.o."
1991-08-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,40614875,112,250 - 499 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,TSR Czech Republic s.r.o.
2005-05-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27242293,112,100 - 199 zaměstnanců,Praha 13,Společnost s ručením omezeným,Praha,CZ0100,"KNAUF INSULATION, spol. s r.o."
2011-02-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28739817,112,1000 - 1499 zaměstnanců,Bitozeves,Společnost s ručením omezeným,Louny,CZ0424,Yanfeng Czechia Automotive Interior Systems s.r.o.
2009-12-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28115414,932,250 - 499 zaměstnanců,Boršov nad Vltavou,Evropská společnost,České Budějovice,CZ0311,Europasta SE
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2004-08-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27172490,121,500 - 999 zaměstnanců,Hrádek nad Nisou,Akciová společnost,Liberec,CZ0513,KSM Castings CZ a.s.
2000-05-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25938002,112,2500 - 2999 zaměstnanců,Pardubice IV,Společnost s ručením omezeným,Pardubice,CZ0532,FOXCONN CZ s.r.o.
2011-02-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24801356,112,250 - 499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"Shape Corp. Czech Republic, s.r.o."
1999-11-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26128209,112,2500 - 2999 zaměstnanců,Kladno,Společnost s ručením omezeným,Kladno,CZ0203,LEGO Production s.r.o.
2011-03-23,2015-11-19,Nefinanční podniky soukromé národní,11002,28816170,112,Neuvedeno,Pardubice IV,Společnost s ručením omezeným,Pardubice,CZ0532,FOXCONN Network Technology CZ s.r.o. v likvidaci
2001-03-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26034441,112,500 - 999 zaměstnanců,Vimperk,Společnost s ručením omezeným,Prachatice,CZ0315,"ROHDE & SCHWARZ závod Vimperk, s.r.o."
1992-05-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45192847,121,250 - 499 zaměstnanců,Třinec,Akciová společnost,Frýdek-Místek,CZ0802,"VESUVIUS ČESKÁ REPUBLIKA, a.s."
1994-04-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47545674,112,500 - 999 zaměstnanců,Jablonec nad Nisou,Společnost s ručením omezeným,Jablonec nad Nisou,CZ0512,TI GROUP AUTOMOTIVE SYSTEMS s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45193363,121,2000 - 2499 zaměstnanců,Hradec nad Moravicí,Akciová společnost,Opava,CZ0805,BRANO a.s.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45534276,121,1000 - 1499 zaměstnanců,Broumov,Akciová společnost,Náchod,CZ0523,"VEBA, textilní závody a.s."
1992-05-26,,Nefinanční podniky soukromé národní,11002,46345965,121,1500 - 1999 zaměstnanců,Uherský Brod,Akciová společnost,Uherské Hradiště,CZ0722,Česká zbrojovka a.s.
2009-07-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28937996,112,100 - 199 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,ADM Prague s.r.o.
2011-06-02,,Nefinanční podniky soukromé národní,11002,24124818,112,100 - 199 zaměstnanců,Karviná,Společnost s ručením omezeným,Karviná,CZ0803,"GS Caltex Czech, s.r.o."
2006-07-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27578330,112,250 - 499 zaměstnanců,Velemyšleves,Společnost s ručením omezeným,Louny,CZ0424,"Hitachi Automotive Systems Czech, s.r.o."
1993-09-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49196111,112,250 - 499 zaměstnanců,Klatovy,Společnost s ručením omezeným,Klatovy,CZ0322,Holz Schiller s.r.o.
1998-10-21,,Nefinanční podniky soukromé národní,11002,25183427,121,250 - 499 zaměstnanců,Pelhřimov,Akciová společnost,Pelhřimov,CZ0633,Spojené kartáčovny a.s.
2012-01-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24202509,112,Neuvedeno,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,Wiegel Pravčice žárové zinkování s.r.o.
2002-12-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26785323,112,1500 - 1999 zaměstnanců,Komárov,Společnost s ručením omezeným,Opava,CZ0805,Teva Czech Industries s.r.o.
2003-09-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26905850,112,500 - 999 zaměstnanců,Otrokovice,Společnost s ručením omezeným,Zlín,CZ0724,"Continental HT Tyres, s.r.o."
1996-02-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61061620,112,1000 - 1499 zaměstnanců,Hodkovice nad Mohelkou,Společnost s ručením omezeným,Liberec,CZ0513,Monroe Czechia s.r.o.
2005-09-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26398966,112,100 - 199 zaměstnanců,Ejpovice,Společnost s ručením omezeným,Rokycany,CZ0326,Rondo obaly s.r.o.
1991-06-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,41324226,112,100 - 199 zaměstnanců,Děčín,Společnost s ručením omezeným,Děčín,CZ0421,AIR PRODUCTS spol. s r.o.
2011-06-13,,Nefinanční podniky soukromé národní,11002,29283132,112,500 - 999 zaměstnanců,Prostějov,Společnost s ručením omezeným,Prostějov,CZ0713,Mubea Stabilizer Bar Systems s.r.o.
2006-01-25,,Nefinanční podniky soukromé národní,11002,27419762,121,25 - 49 zaměstnanců,Praha 14,Akciová společnost,Praha,CZ0100,SHANGHAI MALING (CZECH) a.s.
1993-08-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49812106,112,1000 - 1499 zaměstnanců,Jičín,Společnost s ručením omezeným,Jičín,CZ0522,RONAL CR s.r.o.
1999-10-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25238078,112,1500 - 1999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"LASSELSBERGER, s.r.o."
